player_id,first_name,last_name,birthdate,height,weight,bats,throws,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,durability,injured,ready
CAL-0348,Lenny,Pick,2001-01-15,72,189,R,R,C,,0,,,44,43,30,39,53,70,61,50,68,68,,,,,,,,,,,,55,0,1
CAL-0349,Jay,Vandergrift,2003-07-15,72,192,L,L,2B,"SS,3B",0,,,51,40,43,50,53,54,46,50,48,61,,,,,,,,,,,,71,0,1
CAL-0350,Noe,Jacquay,1994-07-15,73,187,R,R,CF,"LF,RF",0,,,44,42,51,44,49,55,39,50,60,48,,,,,,,,,,,,55,0,1
CAL-0351,Gilbert,Dartez,2003-05-15,70,191,R,R,1B,DH,0,,,44,46,37,46,50,66,54,50,56,48,,,,,,,,,,,,66,0,1
CAL-0352,Darwin,Abitong,1994-09-15,71,203,R,R,P,,1,SP,SP,,,,,63,,50,,46,52,54,52,53,56,57,43,,66,,,,50,0,1
CAL-0353,Edgardo,Guberman,1996-04-15,74,207,L,L,P,,1,SP,SP,,,,,31,,57,,50,56,51,58,50,63,64,44,,55,,,,59,0,1
CAL-0354,Zachariah,Dieball,1995-09-15,75,215,L,L,P,,1,SP,SP,,,,,45,,53,,51,54,72,54,38,47,43,,43,57,,,,79,0,1
CAL-0355,Edmond,Spinoza,2000-03-15,73,194,R,R,P,,1,SP,SP,,,,,44,,51,,42,57,55,58,55,43,60,62,,41,,,,62,0,1
CAL-0356,Lucius,Mcgriff,1993-09-15,76,191,L,L,P,,1,SP,SP,,,,,64,,54,,45,53,43,45,48,41,55,54,,56,,,,82,0,1
CAL-0357,Young,Baldacchino,1998-06-15,73,210,L,L,P,,1,RP,CL,,,,,54,,37,,52,64,30,39,54,59,63,,53,37,,,,61,0,1
CAL-0358,Glenn,Whitcher,1992-07-15,76,205,L,L,P,,1,RP,SU,,,,,41,,53,,44,53,38,49,58,41,77,47,,,43,,,72,0,1
CAL-0359,Ahmed,Mulrenin,1993-04-15,71,210,R,R,P,,1,RP,SU,,,,,47,,54,,50,67,35,48,55,43,52,,62,56,,,,74,0,1
CAL-0360,Terrell,Finucan,1998-02-15,73,185,R,R,P,,1,RP,MR,,,,,49,,47,,51,60,29,53,46,54,48,60,,61,,,,62,0,1
CAL-0361,Leroy,Kiehn,1995-05-15,72,202,R,R,P,,1,RP,MR,,,,,56,,46,,50,51,25,56,63,47,49,59,,53,,,,61,0,1
CAL-0362,Doyle,Agena,1992-02-15,77,204,L,L,P,,1,RP,MR,,,,,51,,48,,43,52,25,60,48,46,38,43,,43,,,,62,0,1
CAL-0363,Fidel,Deroos,1991-06-15,77,182,R,R,P,,1,RP,MR,,,,,50,,31,,51,58,31,56,52,54,53,,50,48,,,,73,0,1
CAL-0364,Nathanial,Biedrzycki,2001-06-15,72,206,R,R,P,,1,RP,LR,,,,,61,,56,,55,56,51,51,51,40,70,44,,59,,,,72,0,1
CAL-0365,Houston,Klebe,1999-06-15,75,222,R,R,C,,0,,,51,47,43,47,51,55,34,50,49,65,,,,,,,,,,,,57,0,1
CAL-0366,Royal,Derden,2001-08-15,73,197,L,L,1B,,0,,,48,51,43,52,49,64,44,50,46,48,,,,,,,,,,,,68,0,1
CAL-0367,Emmitt,Zingone,2003-02-15,74,191,L,L,2B,,0,,,57,46,52,51,53,54,47,50,59,58,,,,,,,,,,,,61,0,1
CAL-0368,Morgan,Ellegood,1993-01-15,71,209,S,R,3B,,0,,,53,47,52,47,48,57,49,50,63,58,,,,,,,,,,,,38,0,1
CAL-0369,Dusty,Balas,2001-07-15,74,215,R,R,SS,,0,,,47,48,55,53,50,60,41,50,47,52,,,,,,,,,,,,36,0,1
CAL-0370,Shannon,Jonah,2000-05-15,72,208,L,L,LF,,0,,,49,50,56,49,48,62,49,50,51,37,,,,,,,,,,,,62,0,1
CAL-0371,Davis,Trudelle,2000-03-15,76,211,R,R,CF,,0,,,53,50,62,53,53,53,49,50,59,46,,,,,,,,,,,,73,0,1
CAL-0372,Erich,Rissman,1999-07-15,75,218,S,R,RF,,0,,,44,53,52,55,47,49,45,50,44,50,,,,,,,,,,,,55,0,1
CAL-0373,Damon,Laroque,1993-07-15,73,216,L,L,DH,,0,,,50,54,40,47,47,63,47,50,38,33,,,,,,,,,,,,62,0,1
CAL-0374,Jarrett,Beasmore,2000-02-15,72,207,L,L,C,,0,,,44,51,32,43,44,62,49,50,61,32,,,,,,,,,,,,78,0,1
CAL-0375,Wilmer,Franzoni,2003-08-15,73,190,S,R,2B,"SS,3B",0,,,46,45,47,42,47,49,42,50,57,41,,,,,,,,,,,,62,0,1
CAL-0376,Randall,Nemunaitis,1999-06-15,71,200,R,R,CF,"LF,RF",0,,,46,41,52,46,52,54,48,50,54,55,,,,,,,,,,,,73,0,1
CAL-0377,Russ,Ziemba,2001-09-15,70,210,L,L,1B,DH,0,,,46,47,34,46,52,56,47,50,50,41,,,,,,,,,,,,52,0,1
CAL-0378,Mikel,Sanderford,1999-08-15,71,184,R,R,P,,1,SP,SP,,,,,50,,41,,49,59,62,63,54,50,75,51,,,60,,,66,0,1
CAL-0379,Brock,Bartlette,2000-04-15,75,184,L,L,P,,1,SP,SP,,,,,49,,65,,57,54,70,55,53,79,54,54,,60,,,,47,0,1
CAL-0380,Guy,Juniper,1999-04-15,69,196,R,R,P,,1,SP,SP,,,,,56,,50,,45,58,65,50,49,40,64,56,,,35,,,74,0,1
CAL-0381,Rhett,Mcchesney,1993-07-15,75,236,L,L,P,,1,SP,SP,,,,,48,,44,,56,68,57,53,59,58,69,54,,56,,,,60,0,1
CAL-0382,Errol,Zinkl,1999-02-15,73,239,R,R,P,,1,SP,SP,,,,,48,,59,,60,56,48,53,58,47,77,,64,66,,,,43,0,1
CAL-0383,Randy,Kappel,2003-08-15,72,217,L,L,P,,1,RP,CL,,,,,44,,42,,48,63,28,58,58,53,49,,60,60,,,,75,0,1
CAL-0384,Ryan,Scarp,1991-01-15,73,202,R,R,P,,1,RP,SU,,,,,47,,51,,43,64,32,48,52,47,49,,54,57,,,,53,0,1
CAL-0385,Ellsworth,Alessandrini,1991-06-15,73,198,R,R,P,,1,RP,SU,,,,,44,,52,,48,59,30,52,58,38,56,,46,47,,,,48,0,1
CAL-0386,Eric,Kolbusz,2000-01-15,72,218,R,R,P,,1,RP,MR,,,,,56,,39,,61,52,42,50,48,48,77,,58,50,,,,52,0,1
CAL-0387,Philip,Depottey,1993-02-15,72,210,R,R,P,,1,RP,MR,,,,,41,,45,,48,53,25,52,44,39,50,,51,44,,,,64,0,1
CAL-0388,Cleveland,Metty,1995-02-15,76,232,R,R,P,,1,RP,MR,,,,,48,,43,,57,59,25,59,49,55,56,,60,50,,,,71,0,1
CAL-0389,Michael,Youngman,1996-09-15,72,210,L,L,P,,1,RP,MR,,,,,42,,57,,49,48,46,53,61,47,58,55,,53,,,,38,0,1
CAL-0390,Mariano,Koves,1992-04-15,73,198,L,L,P,,1,RP,LR,,,,,55,,51,,53,49,53,53,58,42,77,50,,,58,,,67,0,1
CAL-0391,Stevie,Verity,2000-02-15,71,215,S,R,C,,0,,,50,48,45,54,48,43,66,50,50,48,,,,,,,,,,,,70,0,1
CAL-0392,Fabian,Brazler,1992-04-15,72,198,S,R,1B,,0,,,50,50,39,50,57,56,37,50,60,54,,,,,,,,,,,,60,0,1
CAL-0393,Darren,Dawson,1996-09-15,72,202,R,R,2B,,0,,,48,49,51,50,54,45,57,50,58,62,,,,,,,,,,,,55,0,1
CAL-0394,Tony,Weech,2000-01-15,73,189,R,R,3B,,0,,,48,52,49,52,50,55,61,50,53,44,,,,,,,,,,,,50,0,1
CAL-0395,Christopher,Balladares,1996-01-15,69,190,R,R,SS,,0,,,52,51,60,51,52,49,58,50,43,59,,,,,,,,,,,,72,0,1
CAL-0396,Myron,Decaprio,1992-01-15,70,217,R,R,LF,,0,,,50,50,47,45,47,53,54,50,43,45,,,,,,,,,,,,58,0,1
CAL-0397,Randolph,Lighty,2000-01-15,72,190,L,L,CF,,0,,,53,43,56,47,54,53,53,50,53,67,,,,,,,,,,,,61,0,1
CAL-0398,Johnathan,Dzubak,2002-02-15,71,205,L,L,RF,,0,,,49,60,52,55,49,57,46,50,50,49,,,,,,,,,,,,62,0,1
CAL-0399,Darren,Culler,2003-05-15,73,188,S,R,DH,,0,,,58,47,38,50,50,54,48,50,48,51,,,,,,,,,,,,65,0,1
CAL-0400,Darell,Geanopulos,2001-05-15,70,208,R,R,C,,0,,,44,43,39,39,50,58,38,50,55,69,,,,,,,,,,,,62,0,1
CAL-0401,Rory,Chang,1992-01-15,72,211,R,R,2B,"SS,3B",0,,,44,41,45,43,47,56,53,50,54,45,,,,,,,,,,,,69,0,1
CAL-0402,Jeff,Jasmin,1994-09-15,70,195,L,L,CF,"LF,RF",0,,,44,45,49,52,49,55,58,50,41,44,,,,,,,,,,,,82,0,1
CAL-0403,Jerrell,Ramsdale,1994-03-15,73,214,R,R,1B,DH,0,,,44,46,36,45,50,54,42,50,52,42,,,,,,,,,,,,54,0,1
CAL-0404,Waldo,Lefave,2002-02-15,75,194,R,R,P,,1,SP,SP,,,,,49,,47,,47,70,54,46,60,45,56,,49,47,,,,56,0,1
CAL-0405,Lucas,Phan,2000-07-15,72,227,R,R,P,,1,SP,SP,,,,,52,,65,,51,51,56,57,63,53,72,,53,65,,,,72,0,1
CAL-0406,Mike,Rampley,1999-06-15,71,196,R,R,P,,1,SP,SP,,,,,61,,41,,52,62,70,50,58,45,72,58,,53,,,,49,0,1
CAL-0407,Ervin,Deiter,2001-06-15,76,188,R,R,P,,1,SP,SP,,,,,50,,46,,46,58,51,51,49,42,57,,55,57,,,,64,0,1
CAL-0408,Vito,David,1995-03-15,72,200,R,R,P,,1,SP,SP,,,,,49,,65,,50,56,67,51,52,37,83,47,,55,,,,54,0,1
CAL-0409,Carmen,Mccarr,1999-01-15,71,220,R,R,P,,1,RP,CL,,,,,44,,62,,52,67,32,52,54,50,61,,62,68,,,,61,0,1
CAL-0410,Delbert,Viken,2001-08-15,75,188,L,L,P,,1,RP,SU,,,,,62,,59,,51,62,28,45,56,47,57,55,,,61,,,56,0,1
CAL-0411,Leslie,Scot,1993-03-15,74,228,R,R,P,,1,RP,SU,,,,,52,,51,,43,56,36,51,54,69,49,43,,,49,,,48,0,1
CAL-0412,Rubin,Davise,2003-04-15,72,187,L,L,P,,1,RP,MR,,,,,48,,43,,67,47,51,49,50,54,44,45,,,50,,,56,0,1
CAL-0413,Giovanni,Spitz,1997-01-15,73,202,R,R,P,,1,RP,MR,,,,,48,,58,,53,48,39,55,43,47,58,50,,,45,,,54,0,1
CAL-0414,Mitch,Oppliger,2001-05-15,71,204,R,R,P,,1,RP,MR,,,,,47,,52,,52,59,28,55,62,58,64,46,,61,,,,53,0,1
CAL-0415,Benedict,Terrezza,2000-05-15,76,201,R,R,P,,1,RP,MR,,,,,53,,40,,46,54,42,40,59,55,55,47,,60,,,,58,0,1
CAL-0416,Steve,Mescher,1997-01-15,77,204,R,R,P,,1,RP,LR,,,,,34,,62,,38,47,62,56,45,62,57,,54,45,,,,49,0,1
CAL-0417,Kyle,Hazzard,1999-08-15,72,173,L,L,C,,0,,,51,48,35,52,49,58,44,50,55,53,,,,,,,,,,,,54,0,1
CAL-0418,Winston,Ahal,1999-06-15,72,182,L,L,1B,,0,,,50,53,43,49,54,55,70,50,48,52,,,,,,,,,,,,61,0,1
CAL-0419,Mac,Buntyn,1991-05-15,75,187,R,R,2B,,0,,,52,51,54,50,50,60,45,50,51,43,,,,,,,,,,,,33,0,1
CAL-0420,Deshawn,Loren,1995-06-15,74,210,L,L,3B,,0,,,44,51,48,50,49,54,51,50,45,35,,,,,,,,,,,,63,0,1
CAL-0421,Augustine,Cumberlander,1993-06-15,75,219,S,R,SS,,0,,,46,44,54,47,49,65,62,50,55,57,,,,,,,,,,,,50,0,1
CAL-0422,Raymon,Roddam,2000-06-15,74,225,R,R,LF,,0,,,49,52,56,51,47,48,43,50,45,41,,,,,,,,,,,,38,0,1
CAL-0423,Perry,Penman,1992-05-15,77,213,L,L,CF,,0,,,48,48,62,46,52,53,64,50,42,57,,,,,,,,,,,,73,0,1
CAL-0424,Emil,Makinson,2002-03-15,75,238,S,R,RF,,0,,,51,50,42,49,52,60,43,50,47,71,,,,,,,,,,,,67,0,1
CAL-0425,Vaughn,Fikes,1994-06-15,71,220,L,L,DH,,0,,,49,56,49,55,52,56,40,50,40,41,,,,,,,,,,,,66,0,1
CAL-0426,Darrel,Mickenheim,1991-02-15,73,225,R,R,C,,0,,,44,44,31,41,51,54,60,50,52,61,,,,,,,,,,,,57,0,1
CAL-0427,Mac,Sokorai,2002-06-15,74,176,L,L,2B,"SS,3B",0,,,49,41,47,44,49,45,58,50,54,49,,,,,,,,,,,,73,0,1
CAL-0428,Nathan,Turpiano,2000-01-15,76,207,L,L,CF,"LF,RF",0,,,45,42,56,49,50,53,55,50,65,38,,,,,,,,,,,,65,0,1
CAL-0429,Vaughn,Reasner,1992-02-15,76,212,L,L,1B,DH,0,,,44,47,39,45,46,49,53,50,50,39,,,,,,,,,,,,66,0,1
CAL-0430,Gil,Schermer,1991-08-15,74,214,R,R,P,,1,SP,SP,,,,,55,,47,,38,61,51,50,53,48,64,54,,,33,,,67,0,1
CAL-0431,Elias,Bartnick,1998-01-15,69,185,R,R,P,,1,SP,SP,,,,,51,,54,,43,62,70,41,53,40,58,74,,52,,,,65,0,1
CAL-0432,Darren,Bolieu,2002-06-15,74,199,L,L,P,,1,SP,SP,,,,,40,,45,,36,51,60,54,48,32,49,47,,45,,,,55,0,1
CAL-0433,Rhett,Greinke,2000-08-15,72,199,R,R,P,,1,SP,SP,,,,,61,,56,,57,47,54,50,56,57,56,59,,,64,,,74,0,1
CAL-0434,Nicholas,Hamling,2000-07-15,72,201,L,L,P,,1,SP,SP,,,,,63,,63,,48,59,37,52,57,48,66,38,,50,,,,66,0,1
CAL-0435,Fred,Knous,2001-09-15,72,228,R,R,P,,1,RP,CL,,,,,44,,44,,49,58,25,46,60,34,38,54,,,69,,,59,0,1
CAL-0436,Shirley,Yokota,1997-07-15,72,213,R,R,P,,1,RP,SU,,,,,60,,53,,49,61,39,58,54,25,63,48,,71,,,,39,0,1
CAL-0437,Tyrone,Roehrman,1992-03-15,70,210,R,R,P,,1,RP,SU,,,,,50,,53,,40,61,27,49,63,35,46,64,,,48,,,55,0,1
CAL-0438,Isaias,Kolo,2003-03-15,74,204,R,R,P,,1,RP,MR,,,,,47,,39,,30,48,43,51,53,40,53,71,,,57,,,51,0,1
CAL-0439,Cyrus,Giacomo,1992-07-15,74,203,L,L,P,,1,RP,MR,,,,,57,,40,,53,59,49,63,55,59,67,41,,,59,,,57,0,1
CAL-0440,Norbert,Stehly,1995-06-15,70,226,L,L,P,,1,RP,MR,,,,,53,,55,,46,51,26,51,52,39,63,39,,,52,,,55,0,1
CAL-0441,Bernard,Mcmickle,1992-09-15,72,234,R,R,P,,1,RP,MR,,,,,55,,56,,47,48,34,48,48,54,67,57,,,48,,,71,0,1
CAL-0442,Forrest,Moree,1991-01-15,73,184,R,R,P,,1,RP,LR,,,,,54,,43,,59,61,53,54,44,51,58,,65,54,,,,26,0,1
CAL-0443,Leonardo,Nyswonger,1993-06-15,71,235,L,L,C,,0,,,47,45,45,44,52,58,55,50,66,67,,,,,,,,,,,,47,0,1
CAL-0444,Anibal,Anspaugh,2000-09-15,74,223,L,L,1B,,0,,,50,58,41,51,53,44,57,50,41,57,,,,,,,,,,,,59,0,1
CAL-0445,Marlon,Beesmer,1993-04-15,75,201,R,R,2B,,0,,,56,45,56,50,44,53,48,50,57,46,,,,,,,,,,,,63,0,1
CAL-0446,Ezekiel,Pfoutz,1998-05-15,75,196,S,R,3B,,0,,,47,48,51,49,53,49,41,50,55,53,,,,,,,,,,,,65,0,1
CAL-0447,Jonah,Ebbing,1993-01-15,75,210,R,R,SS,,0,,,48,44,48,47,54,59,49,50,55,57,,,,,,,,,,,,54,0,1
CAL-0448,Waldo,Rapaport,2003-07-15,72,223,L,L,LF,,0,,,55,51,52,53,53,66,47,50,57,39,,,,,,,,,,,,66,0,1
CAL-0449,Sidney,Haydt,2001-06-15,76,229,R,R,CF,,0,,,49,52,64,51,46,55,44,50,50,46,,,,,,,,,,,,49,0,1
CAL-0450,Hunter,Macura,2001-03-15,74,218,R,R,RF,,0,,,54,51,45,54,46,47,42,50,59,52,,,,,,,,,,,,80,0,1
CAL-0451,Sung,Gossage,2001-01-15,76,208,L,L,DH,,0,,,52,60,36,51,50,61,64,50,48,52,,,,,,,,,,,,68,0,1
CAL-0452,Lazaro,Farney,1992-02-15,73,205,L,L,C,,0,,,44,41,36,46,47,55,45,50,57,41,,,,,,,,,,,,58,0,1
CAL-0453,Henry,Hulton,2002-06-15,74,188,R,R,2B,"SS,3B",0,,,44,43,51,43,53,47,55,50,47,53,,,,,,,,,,,,84,0,1
CAL-0454,Ethan,Ruberti,1993-03-15,76,207,L,L,CF,"LF,RF",0,,,46,44,51,42,51,55,47,50,50,54,,,,,,,,,,,,66,0,1
CAL-0455,Leon,Candela,1998-06-15,74,236,L,L,1B,DH,0,,,48,46,41,45,48,49,47,50,55,47,,,,,,,,,,,,57,0,1
CAL-0456,Santiago,Thu,1999-08-15,72,225,R,R,P,,1,SP,SP,,,,,48,,54,,54,53,41,46,53,57,65,69,,38,,,,75,0,1
CAL-0457,Dale,Maobi,2001-04-15,75,213,R,R,P,,1,SP,SP,,,,,46,,51,,56,47,66,48,54,68,54,53,,56,,,,67,0,1
CAL-0458,Graig,Fullenwider,2000-08-15,73,157,R,R,P,,1,SP,SP,,,,,63,,48,,51,54,49,52,52,64,72,58,,,51,,,64,0,1
CAL-0459,Elliott,Coulas,1993-01-15,72,194,R,R,P,,1,SP,SP,,,,,66,,45,,39,52,60,56,47,51,48,56,,56,,,,44,0,1
CAL-0460,Kyle,Highley,2000-02-15,75,207,R,R,P,,1,SP,SP,,,,,53,,39,,64,56,50,53,50,38,52,63,,,37,,,48,0,1
CAL-0461,Bobby,Cavalieri,1999-05-15,70,205,L,L,P,,1,RP,CL,,,,,62,,59,,40,64,39,52,54,68,64,,43,53,,,,56,0,1
CAL-0462,Albert,Pastrana,1998-07-15,76,197,R,R,P,,1,RP,SU,,,,,54,,46,,49,62,27,45,55,40,69,,49,50,,,,57,0,1
CAL-0463,Grant,Akwei,2000-04-15,70,221,R,R,P,,1,RP,SU,,,,,40,,53,,49,71,31,46,54,53,70,44,,55,,,,75,0,1
CAL-0464,Elvis,Airhart,1998-01-15,74,202,L,L,P,,1,RP,MR,,,,,57,,57,,46,47,43,61,41,65,77,59,,36,,,,49,0,1
CAL-0465,Dudley,Myre,2003-04-15,71,209,R,R,P,,1,RP,MR,,,,,53,,43,,47,55,37,60,47,57,66,,41,50,,,,48,0,1
CAL-0466,Boyce,Debelak,2002-04-15,73,204,R,R,P,,1,RP,MR,,,,,61,,40,,57,55,36,51,41,52,76,,45,58,,,,72,0,1
CAL-0467,Nathan,Pikey,1996-05-15,72,222,L,L,P,,1,RP,MR,,,,,51,,41,,57,42,25,47,52,27,74,57,,,54,,,35,0,1
CAL-0468,Leandro,Nisbet,1994-08-15,72,227,R,R,P,,1,RP,LR,,,,,42,,62,,58,47,55,49,49,51,68,,70,53,,,,66,0,1
CAL-0469,Eddie,Mapa,1991-07-15,72,204,R,R,C,,0,,,46,47,38,45,48,64,37,50,64,56,,,,,,,,,,,,56,0,1
CAL-0470,Harold,Raposo,2001-05-15,73,207,R,R,1B,,0,,,53,54,45,52,47,61,58,50,69,45,,,,,,,,,,,,46,0,1
CAL-0471,Noble,Wilcox,1996-09-15,72,210,L,L,2B,,0,,,51,47,54,50,53,63,34,50,67,54,,,,,,,,,,,,57,0,1
CAL-0472,Gregorio,Didonatis,1995-04-15,74,205,L,L,3B,,0,,,49,46,46,53,50,59,49,50,57,43,,,,,,,,,,,,37,0,1
CAL-0473,Erasmo,Hataway,1993-04-15,73,216,L,L,SS,,0,,,53,52,56,49,51,59,65,50,59,62,,,,,,,,,,,,58,0,1
CAL-0474,Jaime,Harriet,1997-07-15,74,201,L,L,LF,,0,,,52,52,46,51,56,60,59,50,55,53,,,,,,,,,,,,57,0,1
CAL-0475,Victor,Kardux,1994-08-15,79,220,R,R,CF,,0,,,48,48,52,50,48,59,48,50,54,55,,,,,,,,,,,,53,0,1
CAL-0476,Jermaine,Fliger,1996-02-15,74,219,R,R,RF,,0,,,50,53,50,52,50,55,41,50,45,53,,,,,,,,,,,,67,0,1
CAL-0477,Harland,Bolay,2002-05-15,72,206,R,R,DH,,0,,,54,51,46,54,54,62,32,50,31,42,,,,,,,,,,,,46,0,1
CAL-0478,Arnold,Patts,1998-02-15,70,214,R,R,C,,0,,,44,48,37,39,56,55,50,50,53,51,,,,,,,,,,,,42,0,1
CAL-0479,Jeramy,Canterbury,2002-05-15,71,210,L,L,2B,"SS,3B",0,,,48,39,46,39,47,59,52,50,63,32,,,,,,,,,,,,68,0,1
CAL-0480,Emmanuel,Crew,1994-04-15,73,205,R,R,CF,"LF,RF",0,,,45,39,49,46,44,53,41,50,43,65,,,,,,,,,,,,74,0,1
CAL-0481,Jamel,Gersten,1992-08-15,74,205,L,L,1B,DH,0,,,44,47,39,46,53,52,68,50,33,49,,,,,,,,,,,,62,0,1
CAL-0482,Aaron,Maire,1991-08-15,69,212,R,R,P,,1,SP,SP,,,,,46,,43,,54,54,53,39,41,66,49,52,,25,,,,40,0,1
CAL-0483,Gabriel,Deist,1998-02-15,73,202,R,R,P,,1,SP,SP,,,,,51,,51,,63,51,47,54,53,40,78,45,,,51,,,61,0,1
CAL-0484,Jeffery,Childres,1994-04-15,71,209,R,R,P,,1,SP,SP,,,,,48,,50,,54,54,61,50,48,48,46,56,,,53,,,66,0,1
CAL-0485,Elijah,Lubrano,1999-07-15,75,197,R,R,P,,1,SP,SP,,,,,39,,41,,53,46,47,63,52,54,56,,48,54,,,,64,0,1
CAL-0486,Vernon,Timmermans,1992-06-15,74,180,R,R,P,,1,SP,SP,,,,,45,,42,,33,57,70,45,49,45,50,,47,63,,,,69,0,1
CAL-0487,Phillip,Kaaz,1997-06-15,71,189,R,R,P,,1,RP,CL,,,,,54,,50,,60,67,25,59,63,52,61,53,,55,,,,61,0,1
CAL-0488,Thurman,Ricotta,1997-03-15,74,198,R,R,P,,1,RP,SU,,,,,46,,40,,51,61,25,51,62,52,58,44,,64,,,,53,0,1
CAL-0489,Willie,Settlemire,2002-08-15,74,203,R,R,P,,1,RP,SU,,,,,57,,36,,52,67,25,48,49,56,70,,43,55,,,,71,0,1
CAL-0490,Sammy,Breshears,2000-06-15,73,192,L,L,P,,1,RP,MR,,,,,52,,53,,69,42,25,54,46,34,63,49,,54,,,,69,0,1
CAL-0491,Irvin,Laspina,1999-05-15,75,181,L,L,P,,1,RP,MR,,,,,50,,54,,57,43,27,55,54,51,68,62,,40,,,,67,0,1
CAL-0492,Shane,Corren,1993-02-15,75,189,R,R,P,,1,RP,MR,,,,,55,,40,,47,53,28,48,56,40,56,48,,,39,,,43,0,1
CAL-0493,Albert,Roszel,2001-09-15,69,200,R,R,P,,1,RP,MR,,,,,62,,66,,54,56,38,57,58,66,70,,55,48,,,,67,0,1
CAL-0494,Thurman,Tuft,2002-03-15,74,196,L,L,P,,1,RP,LR,,,,,43,,51,,55,62,66,48,47,40,60,,37,73,,,,60,0,1
CAL-0495,Eloy,Dickinson,1997-06-15,74,198,L,L,C,,0,,,44,48,39,47,49,45,58,50,51,61,,,,,,,,,,,,54,0,1
CAL-0496,Garrett,Ortea,1993-01-15,71,204,R,R,1B,,0,,,51,55,39,51,47,54,48,50,47,51,,,,,,,,,,,,70,0,1
CAL-0497,Hyman,Stepanian,1992-07-15,74,192,S,R,2B,,0,,,53,48,53,52,51,61,48,50,54,52,,,,,,,,,,,,36,0,1
CAL-0498,Brock,Huttle,1998-04-15,74,190,R,R,3B,,0,,,46,45,53,54,50,60,55,50,60,53,,,,,,,,,,,,59,0,1
CAL-0499,Pasquale,Pautler,1997-04-15,68,209,R,R,SS,,0,,,54,47,47,48,49,59,34,50,61,68,,,,,,,,,,,,52,0,1
CAL-0500,Young,Quicksall,1997-01-15,75,191,L,L,LF,,0,,,52,55,54,44,47,53,42,50,39,47,,,,,,,,,,,,63,0,1
CAL-0501,Korey,Sosinski,2003-02-15,71,204,S,R,CF,,0,,,54,50,61,48,51,59,57,50,46,46,,,,,,,,,,,,65,0,1
CAL-0502,Tim,Said,1995-02-15,75,210,R,R,RF,,0,,,50,51,44,53,47,59,35,50,39,47,,,,,,,,,,,,65,0,1
CAL-0503,Carroll,Kallman,2001-01-15,72,176,L,L,DH,,0,,,47,51,34,53,49,62,48,50,30,44,,,,,,,,,,,,58,0,1
CAL-0504,Jeffry,Eisentrout,2001-08-15,75,199,R,R,C,,0,,,44,49,35,38,44,54,44,50,42,58,,,,,,,,,,,,65,0,1
CAL-0505,Christopher,Barrio,1992-05-15,74,190,R,R,2B,"SS,3B",0,,,45,37,46,48,47,52,56,50,69,59,,,,,,,,,,,,77,0,1
CAL-0506,Samual,Pulkrabek,1998-03-15,72,182,R,R,CF,"LF,RF",0,,,45,45,53,43,51,50,49,50,60,51,,,,,,,,,,,,59,0,1
CAL-0507,Wiley,Kochan,1998-05-15,75,183,R,R,1B,DH,0,,,48,53,39,45,53,54,45,50,52,63,,,,,,,,,,,,56,0,1
CAL-0508,Noble,Shure,2003-02-15,71,210,R,R,P,,1,SP,SP,,,,,54,,52,,60,50,62,53,53,50,56,48,,45,,,,58,0,1
CAL-0509,Osvaldo,Rennell,2002-02-15,76,200,R,R,P,,1,SP,SP,,,,,40,,31,,57,52,55,58,51,61,68,,43,52,,,,59,0,1
CAL-0510,Theodore,Caplin,1998-09-15,71,207,R,R,P,,1,SP,SP,,,,,46,,43,,62,47,55,50,49,63,57,,40,44,,,,79,0,1
CAL-0511,Marlon,Nygaro,1997-03-15,71,227,R,R,P,,1,SP,SP,,,,,66,,30,,54,59,44,59,56,38,58,54,,,54,,,56,0,1
CAL-0512,Woodrow,Arnett,2000-04-15,73,217,R,R,P,,1,SP,SP,,,,,49,,60,,65,49,55,54,51,44,80,47,,,63,,,60,0,1
CAL-0513,Sheldon,Ficker,1996-06-15,73,196,L,L,P,,1,RP,CL,,,,,44,,53,,44,63,39,44,60,59,66,,67,51,,,,40,0,1
CAL-0514,Mitchell,Sleeper,1998-09-15,75,233,R,R,P,,1,RP,SU,,,,,34,,60,,62,63,25,57,54,51,64,56,,48,,,,72,0,1
CAL-0515,Ira,Zehr,1994-01-15,72,211,L,L,P,,1,RP,SU,,,,,42,,54,,45,65,33,47,57,38,71,60,,49,,,,65,0,1
CAL-0516,Blair,Shelmon,1991-02-15,72,211,L,L,P,,1,RP,MR,,,,,65,,44,,43,58,34,40,58,48,62,,51,55,,,,48,0,1
CAL-0517,Arlen,Okazaki,1996-06-15,73,200,R,R,P,,1,RP,MR,,,,,57,,50,,47,54,36,47,44,40,52,,58,45,,,,67,0,1
CAL-0518,Brett,Willibrand,2000-05-15,72,204,R,R,P,,1,RP,MR,,,,,58,,54,,54,44,33,49,50,61,44,44,,55,,,,63,0,1
CAL-0519,Aldo,Kasula,1996-05-15,68,208,L,L,P,,1,RP,MR,,,,,35,,45,,64,53,36,51,53,40,45,,61,54,,,,46,0,1
CAL-0520,Elroy,Silk,1996-02-15,71,182,R,R,P,,1,RP,LR,,,,,54,,60,,64,56,57,53,50,35,65,46,,45,,,,61,0,1
